PropName,Borough,System,Type of Water Feature
DeSalvio Playground,M,M218-DF0874,Drinking Fountain
Matthews Muliner Playground,X,X178-DF0248,Drinking Fountain
Marconi Park,Q,Q127-DF0298,Drinking Fountain
Carl Schurz Park,M,M081-DF0256,Drinking Fountain
Bensonhurst Park,B,B007-DF0754,Drinking Fountain
Havemeyer Playground,X,X148M1-DF0135,Drinking Fountain
Saratoga Park,B,B079-DF0294,Drinking Fountain
Fort Independence Playground,X,X020-DF0413,Drinking Fountain
Printers Park,X,X284-DF0347,Drinking Fountain
John J Carty Park,B,B210W-DF0704,Drinking Fountain
Msgr. McGolrick Park,B,B114-DF0964,Drinking Fountain
Forest Park,Q,Q015-DF0849,Drinking Fountain
Bushwick Inlet Park,B,B529-DF1119,Drinking Fountain
Brower Park,B,B012-DF0466,Drinking Fountain
Brigadier General Charles Young Playground,M,M186-DF0538,Drinking Fountain
Sol Lain Plgd,M,M235-DF0297,Drinking Fountain
Brookville Park,Q,Q008-DF0684,Drinking Fountain
Lincoln Terrace / Arthur S. Somers Park,B,B054-DF0492,Drinking Fountain
Washington Square Park,M,M098-DF0609,Drinking Fountain
Playground Eighty LXXX,Q,Q318-DF0768,Drinking Fountain
Cambria Playground,Q,Q339-DF0787,Drinking Fountain
Merriam Playground,X,X153-DF0190,Drinking Fountain
Linden Park,B,B214-DF0170,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0369,Drinking Fountain
Pomonok Playground,Q,Q329-DF0386,Drinking Fountain
Clove Lakes Park,R,R005-DF0004,Drinking Fountain
Willoughby Playground,B,B348-DF0084,Drinking Fountain
Bruckner Playground,X,X183-DF0199,Drinking Fountain
Lincoln Terrace / Arthur S. Somers Park,B,B054-DF0490,Drinking Fountain
Prospect Park,B,B073-DF1050,Drinking Fountain
Little Claremont Playground,X,X299-DF0496,Drinking Fountain
Bronx Park,X,X002-DF0514,Drinking Fountain
Central Park,M,M010-DF0646,Drinking Fountain
Pugsley Creek Park,X,X088-DF0142,Drinking Fountain
Lost Battalion Hall Recreation Center,Q,Q401-DF0828,Drinking Fountain
Juniper Valley Park,Q,Q102-DF0404,Drinking Fountain
Slope Park Playground,B,B288-DF0532,Drinking Fountain
Risse Street Park,X,X335-DF0185,Drinking Fountain
Randall's Island Park,M,M104-DF0003,Drinking Fountain
Red Hook Recreation Area,B,B126-DF0055,Drinking Fountain
Highbridge Park,M,M037-DF0070,Drinking Fountain
Wolfe's Pond Park,R,R031-DF0147,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0254,Drinking Fountain
Forest Park,Q,Q015-DF0021,Drinking Fountain
Canarsie Park,B,B018-DF0807,Drinking Fountain
Homecrest Playground,B,B166B-DF0708,Drinking Fountain
Flushing Fields,Q,Q086-DF0628,Drinking Fountain
Monsignor Raul Del Valle Square,X,X009-DF0200,Drinking Fountain
Sunset Park,B,B087-DF0554,Drinking Fountain
Riverside Park,M,M071-DF0082,Drinking Fountain
Central Park,M,M010-DF0576,Drinking Fountain
Joyce Kilmer Park,X,X028-DF0431,Drinking Fountain
Walt Whitman Park,B,B113E-DF0800,Drinking Fountain
Union Square Park,M,M089-DF0101,Drinking Fountain
Tompkinsville Park,R,R024-DF0062,Drinking Fountain
Silver Lake Park,R,R022-DF0149,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0040,Drinking Fountain
Grand Playground,X,X244-DF0047,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0229,Drinking Fountain
McLaughlin Park,B,B061-DF0969,Drinking Fountain
Chelsea Recreation Center,M,M260-DF1023,Drinking Fountain
Cypress Hills Playground,B,B103-DF0194,Drinking Fountain
Bronx Park,X,X002-DF0353,Drinking Fountain
Prospect Park,B,B073-DF0938,Drinking Fountain
Evergreen Park,Q,Q302-DF0163,Drinking Fountain
Bill Rainey Park,X,X255-DF0461,Drinking Fountain
Minetta Playground,M,M125B-DF0211,Drinking Fountain
Haffen Park,X,X196-DF0042,Drinking Fountain
Cypress Hills Playground,B,B103-DF0192,Drinking Fountain
Battery Park City,M,M283-DF0200,Drinking Fountain
St. Mary's Park,X,X045-DF0540,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0052,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0359,Drinking Fountain
Hell's Kitchen Park,M,M277-DF0138,Drinking Fountain
Marine Park,B,B057-DF0842,Drinking Fountain
Mafera Park,Q,Q305-DF0817,Drinking Fountain
Nelson Playground,X,X168-DF0192,Drinking Fountain
Red Hook Recreation Area,B,B126-DF0064,Drinking Fountain
Riverside Park,M,M071-DF0094,Drinking Fountain
Murphy Brothers Playground,M,M059-DF0400,Drinking Fountain
Fort Totten Park,Q,Q458-DF0882,Drinking Fountain
Elton Playground,B,B149A-DF0068,Drinking Fountain
Marc And Jason's Playground,B,B284-DF0314,Drinking Fountain
Crotona Park,X,X010-DF0339,Drinking Fountain
Richmond Parkway,R,R065-DF0087,Drinking Fountain
Pelham Bay Park,X,X039-DF0099,Drinking Fountain
Peter's Field,M,M227-DF0034,Drinking Fountain
Ennis Playground,B,B095-DF0259,Drinking Fountain
Crotona Park,X,X010-DF0336,Drinking Fountain
College Point Fields,Q,Q476-DF0891,Drinking Fountain
Highbridge Park,M,M037-DF0878,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF1023,Drinking Fountain
McCarren Park,B,B058-DF0877,Drinking Fountain
Peters Field,Q,Q351-DF0474,Drinking Fountain
Seward Park,M,M082-DF0212,Drinking Fountain
P.O. Serrano Playground,X,X151-DF0139,Drinking Fountain
Baisley Pond Park,Q,Q005-DF0329,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0392,Drinking Fountain
Hempstead Ballfield,Q,Q133A-DF0714,Drinking Fountain
Colonel David Marcus Playground,B,B128-DF0506,Drinking Fountain
Lafayette Playground,B,B106B-DF1152,Drinking Fountain
Wards Island Park,M,M107-DF1086,Drinking Fountain
St. John's Park,B,B245-DF0478,Drinking Fountain
Dean Playground,B,B232-DF0449,Drinking Fountain
Starr Playground,Q,Q291-DF0151,Drinking Fountain
Fort Tryon Park,M,M029-DF0234,Drinking Fountain
Fraser Square,B,B173-DF0805,Drinking Fountain
Cunningham Park,Q,Q021-DF0362,Drinking Fountain
Van Voorhees Playground,B,B050-DF0268,Drinking Fountain
Adam Yauch Park,B,B223DA-DF0722,Drinking Fountain
Leif Ericson Park,B,B052-DF0784,Drinking Fountain
Lyons Pool,R,R043-DF0172,Drinking Fountain
Astoria Park,Q,Q004-DF0939,Drinking Fountain
Morgan Playground,X,X206-DF0291,Drinking Fountain
Cunningham Park,Q,Q021-DF0446,Drinking Fountain
Brookville Park,Q,Q008-DF0683,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0372,Drinking Fountain
Markham Playground,R,R076-DF0159,Drinking Fountain
Cunningham Park,Q,Q021-DF0853,Drinking Fountain
Riverside Park,M,M071-DF0970,Drinking Fountain
Marine Park,B,B057-DF1107,Drinking Fountain
Joseph Austin Playground,Q,Q391-DF0295,Drinking Fountain
Central Park,M,M010-DF0944,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF1005,Drinking Fountain
Cuyler Gore Park,B,B026-DF0717,Drinking Fountain
Wingate Park,B,B254-DF0299,Drinking Fountain
Springfield Park,Q,Q107-DF0671,Drinking Fountain
Hamilton Fish Park,M,M033-DF0952,Drinking Fountain
Mellett Playground,B,B197-DF0685,Drinking Fountain
Oxport Playground,B,B295-DF0232,Drinking Fountain
Jerome Playground,B,B246-DF0158,Drinking Fountain
Loreto Playground,X,X163-DF0250,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0214,Drinking Fountain
Morningside Park,M,M056-DF0959,Drinking Fountain
Reiff Playground,Q,Q423-DF0180,Drinking Fountain
Callahan-Kelly Playground,B,B219-DF0166,Drinking Fountain
Poor Richard's Playground,M,M230-DF0513,Drinking Fountain
Centreville Playground,Q,Q386-DF0494,Drinking Fountain
Alfred E. Smith Playground,M,M194-DF0426,Drinking Fountain
Seward Park,M,M082-DF0288,Drinking Fountain
Pelham Bay Park,X,X039-DF0090,Drinking Fountain
Tiffany Playground,X,X190-DF0341,Drinking Fountain
Forest Park,Q,Q015-DF0915,Drinking Fountain
Harris Park,X,X136-DF0159,Drinking Fountain
Cunningham Park,Q,Q021-DF0503,Drinking Fountain
Rockaway Beach,Q,Q050-DF0434,Drinking Fountain
Kissena Corridor Park,Q,Q300-DF0097,Drinking Fountain
Arsenal West,M,MT03-DF1083,Drinking Fountain
Central Park,M,M010-DF0559,Drinking Fountain
Ocean Breeze Park,R,R149-DF0254,Drinking Fountain
Ferry Point Park,X,X126-DF0029,Drinking Fountain
Marcus Garvey Park,M,M058-DF0503,Drinking Fountain
McCaffrey Playground,M,M161-DF0141,Drinking Fountain
Alley Athletic Playground,Q,Q001A-DF0712,Drinking Fountain
Williamsbridge Oval,X,X104-DF0134,Drinking Fountain
Prospect Park,B,B073-DF1046,Drinking Fountain
Delphin H. Greene Playground,Q,Q307-DF0662,Drinking Fountain
Pelham Bay Park,X,X039-DF0084,Drinking Fountain
Playground Sixty Two LXII,Q,Q377-DF0393,Drinking Fountain
Marcus Garvey Park,M,M058-DF1076,Drinking Fountain
McGuire Fields,B,B166D-DF0827,Drinking Fountain
Dry Dock Playground,M,M270-DF0685,Drinking Fountain
Weeksville Playground,B,B093-DF1147,Drinking Fountain
De Hostos Playground,B,B358-DF0773,Drinking Fountain
Cobble Hill Park,B,B326-DF0648,Drinking Fountain
Lieutenant John H. Martinson Playground,R,R090-DF0015,Drinking Fountain
Rev. Dr. Maggie Howard Playground,R,R061-DF0067,Drinking Fountain
Abigail Playground,X,X216-DF0274,Drinking Fountain
Dr. Green Playground,B,B228-DF0095,Drinking Fountain
Riverside Park,M,M071-DF0026,Drinking Fountain
Queens Valley Playground,Q,Q212-DF0246,Drinking Fountain
Mapes Pool,X,X236-DF0566,Drinking Fountain
Redfern Playground,Q,Q345-DF0230,Drinking Fountain
Broad Channel Park,Q,Q460-DF0185,Drinking Fountain
Maria Hernandez Park,B,B016-DF0015,Drinking Fountain
Central Park,M,M010-DF0611,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0932,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0217,Drinking Fountain
Conference House Park,R,R006-DF0243,Drinking Fountain
Gonzalo Plasencia Playground,B,B210I-DF0527,Drinking Fountain
Central Park,M,M010-DF1062,Drinking Fountain
Little Bay Park,Q,Q010A-DF0843,Drinking Fountain
Howard Pool,B,B260A-DF1136,Drinking Fountain
Mazzei Playground,X,X157-DF0251,Drinking Fountain
Sumner Playground,B,B263-DF981,Drinking Fountain
Madison Square Park,M,M052-DF0104,Drinking Fountain
Cunningham Park,Q,Q021-DF0855,Drinking Fountain
Jennifer's Playground,R,R114-DF0223,Drinking Fountain
Central Park,M,M010-DF0610,Drinking Fountain
Columbus Park,M,M015-DF0438,Drinking Fountain
Kissena Park,Q,Q024-DF0645,Drinking Fountain
J. Hood Wright Park,M,M099-DF0231,Drinking Fountain
Wald Playground,M,M201-DF0380,Drinking Fountain
Annadale Green,R,R080-DF0133,Drinking Fountain
Rose Hill Park,X,X042-DF0532,Drinking Fountain
Brookville Park,Q,Q008-DF0685,Drinking Fountain
City Line Park,B,B141-DF0187,Drinking Fountain
Betsy Head Park,B,B008-DF0018,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0561,Drinking Fountain
Brooklyn Bridge Park,B,B431-DF0953,Drinking Fountain
Canarsie Park,B,B018-DF0816,Drinking Fountain
East River Waterfront Esplanade,M,M391-DF0472,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0269,Drinking Fountain
Brownsville Playground,B,B270-DF0127,Drinking Fountain
Washington Market Park,M,M308-DF0876,Drinking Fountain
Central Park,M,M010-DF0942,Drinking Fountain
Pelham Bay Park,X,X039-DF0604,Drinking Fountain
Belmont Playground,X,X108-DF0464,Drinking Fountain
Bobbie Lewis Jr. Playground,R,R036-DF0116,Drinking Fountain
Van Cortlandt Park,X,X092-DF0224,Drinking Fountain
Central Park,M,M010-DF0612,Drinking Fountain
Lincoln Terrace / Arthur S. Somers Park,B,B054-DF0497,Drinking Fountain
Midland Field,R,R038A-DF0055,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0569,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0126,Drinking Fountain
Bush Terminal Park,B,BT15-DF0746,Drinking Fountain
Prospect Park,B,B073-DF0932,Drinking Fountain
Marion Hopkinson Playground,B,B110-DF0165,Drinking Fountain
Brower Park,B,B012-DF0463,Drinking Fountain
Hope Ballfield,B,B429-DF1155,Drinking Fountain
Tribeca Park,M,M006-DF0348,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0941,Drinking Fountain
Van Cortlandt Park,X,X092-DF0557,Drinking Fountain
Harvard Playground,Q,Q120-DF0475,Drinking Fountain
Van Cortlandt Park,X,X092-DF0235,Drinking Fountain
John Hancock Playground,B,B237-DF0313,Drinking Fountain
Parade Ground,B,B068-DF0337,Drinking Fountain
Dyker Beach Park,B,B028-DF0865,Drinking Fountain
Trinity Park,B,B223K-DF0890,Drinking Fountain
McLaughlin Playground,Q,Q021B-DF0435,Drinking Fountain
Rockaway Beach,Q,Q050-DF0431,Drinking Fountain
Booker T. Washington Playground,M,M200-DF0464,Drinking Fountain
Yolanda García Park,X,X353-DF0597,Drinking Fountain
Lanett Playground,Q,Q407-DF0200,Drinking Fountain
Torsney Playground,Q,Q340-DF0807,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0082,Drinking Fountain
Wards Island Park,M,M107-DF0150,Drinking Fountain
MacDonald Park,Q,Q207-DF0548,Drinking Fountain
Vincent F. Albano Jr. Playground,M,M265-DF0123,Drinking Fountain
Leif Ericson Park,B,B052-DF0761,Drinking Fountain
Beach 17 Playground,Q,Q162J-DF0197,Drinking Fountain
Woodtree Playground,Q,Q332-DF0046,Drinking Fountain
CPL. Thompson Park,R,R109-DF0123,Drinking Fountain
Gutenberg Playground,M,M221-DF0137,Drinking Fountain
De Witt Clinton Park,M,M022-DF0243,Drinking Fountain
Stars & Stripes Playground,X,X193-DF0050,Drinking Fountain
Ethan Allen Playground,B,B345-DF0163,Drinking Fountain
Bushwick Playground,B,B310-DF1140,Drinking Fountain
Alley Pond Park,Q,Q001-DF0814,Drinking Fountain
De Hostos Playground,B,B358-DF0400,Drinking Fountain
The Battery,M,M005-DF0279,Drinking Fountain
St. Catherine's Park,M,M079-DF0268,Drinking Fountain
Langston Hughes Playground,M,M211B-DF0549,Drinking Fountain
Daniel M. O'Connell Playground,Q,Q106-DF0470,Drinking Fountain
Seton Park,X,X201-DF0113,Drinking Fountain
Red Hook Recreation Area,B,B126-DF1078,Drinking Fountain
Mae Grant Playground,M,M213-DF0517,Drinking Fountain
Hot Spot Tot Lot,B,B212-DF0389,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0394,Drinking Fountain
Van Cortlandt Park,X,X092-DF0452,Drinking Fountain
Stop & Go Playground,X,X281-DF0357,Drinking Fountain
Red Hook Recreation Area,B,B126-DF0008,Drinking Fountain
Samuel N. Bennerson 2nd Playground,M,M184-DF0327,Drinking Fountain
Colucci Playground,X,X122-DF0194,Drinking Fountain
Sunset Park,B,B087-DF1072,Drinking Fountain
Pelham Bay Park,X,X039-DF0024,Drinking Fountain
Parade Ground,B,B068-DF1059,Drinking Fountain
Walker Park,R,R015-DF0262,Drinking Fountain
Irving Square Park,B,B049-DF0041,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0297,Drinking Fountain
Lyons Pool,R,R043-DF0208,Drinking Fountain
Schmul Park,R,R045-DF0024,Drinking Fountain
London Planetree Playground,Q,Q128-DF0603,Drinking Fountain
Prospect Park,B,B073-DF1044,Drinking Fountain
Van Cortlandt Park,X,X092-DF0230,Drinking Fountain
Bushwick Playground,B,B310-DF1100,Drinking Fountain
Ocean Hill Playground,B,B144-DF0152,Drinking Fountain
Lost Battalion Hall Recreation Center,Q,Q401-DF1010,Drinking Fountain
Baruch Playground,M,M165-DF0382,Drinking Fountain
Kennedy King Playground,B,B304-DF0500,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0375,Drinking Fountain
Inwood Hill Park,M,M042-DF0131,Drinking Fountain
St. John's Park,B,B245-DF0473,Drinking Fountain
Astoria Park,Q,Q004-DF0107,Drinking Fountain
Mott Playground,X,X115-DF0208,Drinking Fountain
Sylvan Grove Cemetery,R,R156-DF0028,Drinking Fountain
Colonel David Marcus Playground,B,B128-DF0505,Drinking Fountain
Power Playground,B,B291-DF0633,Drinking Fountain
Lincoln Terrace / Arthur S. Somers Park,B,B054-DF0488,Drinking Fountain
Central Park,M,M010-DF0937,Drinking Fountain
Elmhurst Park,Q,Q492-DF0600,Drinking Fountain
Sternberg Park,B,B055-DF1007,Drinking Fountain
Central Park,M,M010-DF0889,Drinking Fountain
Riverside Park,M,M071-DF0075,Drinking Fountain
Lyons Square Playground,X,X029-DF0481,Drinking Fountain
John Jay Park,M,M045-DF0224,Drinking Fountain
Central Park,M,M010-DF1066,Drinking Fountain
Central Park,M,M010-DF1038,Drinking Fountain
Forest Park,Q,Q015-DF0019,Drinking Fountain
Fort Totten Park,Q,Q458-DF0979,Drinking Fountain
Central Park,M,M010-DF0677,Drinking Fountain
Central Park,M,M010-DF0642,Drinking Fountain
Coffey Park,B,B077-DF0270,Drinking Fountain
Mahoney Playground,R,R025-DF0103,Drinking Fountain
Battery Park City,M,M283-DF0192,Drinking Fountain
Sheltering Arms Playground,M,M190-DF1112,Drinking Fountain
Bildersee Playground,B,B335-DF0390,Drinking Fountain
Hilltop Playground,B,B387-DF0145,Drinking Fountain
Washington Square Park,M,M098-DF0108,Drinking Fountain
Parade Ground,B,B068-DF0343,Drinking Fountain
Silver Lake Park,R,R022-DF0157,Drinking Fountain
Tilden Playground,B,B234-DF0502,Drinking Fountain
Colgate Close,X,X195A-DF0163,Drinking Fountain
Tony Dapolito Recreation Center,M,M103-DF0989,Drinking Fountain
Parade Ground,B,B068-DF0334,Drinking Fountain
Manhattan Beach Park,B,B251-DF0614,Drinking Fountain
Lefferts Playground,Q,Q096E-DF0758,Drinking Fountain
Benson Playground,B,B277-DF0787,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0585,Drinking Fountain
Brighton Playground,B,B169A-DF0364,Drinking Fountain
The Painter's Playground,Q,Q306-DF0519,Drinking Fountain
Asphalt Green,M,M286-DF0255,Drinking Fountain
Crocheron Park,Q,Q012-DF0804,Drinking Fountain
Marcus Garvey Park,M,M058-DF0498,Drinking Fountain
Athens Square,Q,Q436-DF0803,Drinking Fountain
Battery Park City,M,M283-DF0178,Drinking Fountain
Jackie Robinson Playground,B,B357-DF0315,Drinking Fountain
St. Mary's Park,X,X045-DF0435,Drinking Fountain
Macombs Dam Park,X,X030-DF0422,Drinking Fountain
Roy Wilkins Recreation Center,Q,Q448-DF0967,Drinking Fountain
Chiarantano Playground,B,B375-DF0629,Drinking Fountain
Commodore Barry Park,B,B021-DF1129,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0260,Drinking Fountain
Bronx River Parkway,X,X004-DF0150,Drinking Fountain
Brownsville Playground,B,B270-DF1096,Drinking Fountain
James Forten Playground,B,B161-DF0455,Drinking Fountain
Clawson Playground,R,R072-DF0001,Drinking Fountain
Beach 17 Playground,Q,Q162J-DF0353,Drinking Fountain
Parade Ground,B,B068-DF0349,Drinking Fountain
Marine Park,B,B057-DF0838,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0224,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0078,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0899,Drinking Fountain
Baruch Playground,M,M165-DF0381,Drinking Fountain
McCarren Park,B,B058-DF1029,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0819,Drinking Fountain
Pelham Bay Park,X,X039-DF0013,Drinking Fountain
Washington Square Park,M,M098-DF0248,Drinking Fountain
Pelham Bay Park,X,X039-DF0095,Drinking Fountain
Shore Park and Parkway,B,B082-DF0774,Drinking Fountain
Steeplechase Park,B,B369-DF0858,Drinking Fountain
Central Park,M,M010-DF1057,Drinking Fountain
Highbridge Park,X,X120-DF0459,Drinking Fountain
Frost Playground,B,B257-DF0521,Drinking Fountain
Thomas Jefferson Park,M,M047-DF0411,Drinking Fountain
St. Michael's Playground,Q,Q174A-DF0056,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0599,Drinking Fountain
Central Park,M,M010-DF0661,Drinking Fountain
Sean's Place,Q,Q444-DF0060,Drinking Fountain
Sara D. Roosevelt Park,M,M105-DF0993,Drinking Fountain
Central Park,M,M010-DF0277,Drinking Fountain
Playground Twenty One,Q,Q334-DF0534,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0363,Drinking Fountain
Pelham Bay Park,X,X039-DF0108,Drinking Fountain
Jackie Robinson Park Playground,B,B294-DF0132,Drinking Fountain
McKinley Park,B,B060-DF0749,Drinking Fountain
Givan Square,X,X187-DF0056,Drinking Fountain
Samuel Seabury Playground,M,M236-DF0252,Drinking Fountain
Fox Park,X,X247-DF0261,Drinking Fountain
Brooklyn Botanic Garden,B,B010-DF0984,Drinking Fountain
Coffey Park,B,B077-DF0272,Drinking Fountain
Parade Ground,B,B068-DF1065,Drinking Fountain
Kissena Park,Q,Q024-DF0644,Drinking Fountain
Travers Park,Q,Q303-DF0585,Drinking Fountain
Yellowstone Park,Q,Q425-DF0572,Drinking Fountain
